    (4935,0)
    (6247,0)
    (7559,40)
    (8871,137)
    (10183,40)
    (11495,36)
    (12807,16)
    (14119,2)
    (15431,0)
    (16743,1)
    (18055,0)
    (19367,0)
    (20679,0)
    (21991,0)
    (23303,0)
    (24615,0)
    (25927,0)
    (27239,0)
    (28551,0)
    (29863,0)
    (31175,0)
    (32487,0)
    (33799,0)
    (35111,0)
    (36423,0)
    (37735,0)
    (39047,0)
    (40359,0)
    (41671,0)
    (42983,0)
    (44295,0)
    (45607,2)
    (46919,10)
    (48231,13)
    (49543,34)
    (50855,224)
    (52167,216)
    (53479,66)
    (54791,58)
    (56103,5)
    (57415,0)
mean=39009
standardDeviation=19486
