    (-81,0)
    (-37,0)
    (7,0)
    (51,301)
    (95,86)
    (139,20)
    (183,44)
    (227,27)
    (271,20)
    (315,15)
    (359,0)
    (403,2)
    (447,0)
    (491,0)
    (535,0)
    (579,1)
    (623,13)
    (667,89)
    (711,108)
    (755,31)
    (799,15)
    (843,8)
    (887,2)
    (931,4)
    (975,1)
    (1019,3)
    (1063,2)
    (1107,0)
    (1151,2)
    (1195,0)
    (1239,1)
    (1283,2)
    (1327,7)
    (1371,13)
    (1415,12)
    (1459,15)
    (1503,14)
    (1547,15)
    (1591,2)
    (1635,2)
    (1679,1)
mean=426
standardDeviation=444
