    (226,0)
    (231,0)
    (236,7)
    (241,6)
    (246,9)
    (251,13)
    (256,14)
    (261,13)
    (266,16)
    (271,19)
    (276,25)
    (281,18)
    (286,28)
    (291,12)
    (296,36)
    (301,27)
    (306,26)
    (311,27)
    (316,33)
    (321,23)
    (326,34)
    (331,32)
    (336,32)
    (341,31)
    (346,38)
    (351,32)
    (356,18)
    (361,25)
    (366,40)
    (371,29)
    (376,25)
    (381,23)
    (386,24)
    (391,27)
    (396,24)
    (401,27)
    (406,18)
    (411,13)
    (416,15)
    (421,17)
    (426,12)
mean=336
standardDeviation=47
