    (796,0)
    (843,0)
    (890,0)
    (937,0)
    (984,0)
    (1031,29)
    (1078,58)
    (1125,29)
    (1172,7)
    (1219,5)
    (1266,2)
    (1313,4)
    (1360,3)
    (1407,8)
    (1454,18)
    (1501,36)
    (1548,22)
    (1595,33)
    (1642,41)
    (1689,31)
    (1736,42)
    (1783,52)
    (1830,72)
    (1877,72)
    (1924,42)
    (1971,32)
    (2018,20)
    (2065,19)
    (2112,18)
    (2159,14)
    (2206,18)
    (2253,27)
    (2300,28)
    (2347,10)
    (2394,13)
    (2441,5)
    (2488,0)
    (2535,5)
    (2582,5)
    (2629,1)
    (2676,2)
mean=1747
standardDeviation=377
