    (210,0)
    (242,0)
    (274,0)
    (306,0)
    (338,0)
    (370,0)
    (402,0)
    (434,0)
    (466,0)
    (498,27)
    (530,52)
    (562,69)
    (594,85)
    (626,70)
    (658,81)
    (690,76)
    (722,67)
    (754,38)
    (786,48)
    (818,42)
    (850,37)
    (882,21)
    (914,11)
    (946,17)
    (978,12)
    (1010,14)
    (1042,11)
    (1074,7)
    (1106,6)
    (1138,5)
    (1170,3)
    (1202,6)
    (1234,1)
    (1266,2)
    (1298,0)
    (1330,0)
    (1362,3)
    (1394,2)
    (1426,0)
    (1458,4)
    (1490,0)
mean=721
standardDeviation=169
