    (229,0)
    (269,0)
    (309,0)
    (349,0)
    (389,0)
    (429,0)
    (469,0)
    (509,48)
    (549,59)
    (589,82)
    (629,82)
    (669,86)
    (709,72)
    (749,81)
    (789,55)
    (829,43)
    (869,40)
    (909,33)
    (949,27)
    (989,13)
    (1029,18)
    (1069,5)
    (1109,9)
    (1149,13)
    (1189,6)
    (1229,3)
    (1269,7)
    (1309,4)
    (1349,3)
    (1389,3)
    (1429,5)
    (1469,1)
    (1509,4)
    (1549,3)
    (1589,1)
    (1629,5)
    (1669,2)
    (1709,1)
    (1749,3)
    (1789,2)
    (1829,3)
mean=776
standardDeviation=240
