    (2655,0)
    (2702,0)
    (2749,0)
    (2796,0)
    (2843,0)
    (2890,23)
    (2937,26)
    (2984,10)
    (3031,25)
    (3078,21)
    (3125,20)
    (3172,31)
    (3219,29)
    (3266,24)
    (3313,38)
    (3360,37)
    (3407,23)
    (3454,24)
    (3501,29)
    (3548,31)
    (3595,43)
    (3642,46)
    (3689,40)
    (3736,56)
    (3783,48)
    (3830,42)
    (3877,34)
    (3924,36)
    (3971,32)
    (4018,14)
    (4065,16)
    (4112,11)
    (4159,8)
    (4206,4)
    (4253,11)
    (4300,5)
    (4347,3)
    (4394,1)
    (4441,2)
    (4488,4)
    (4535,1)
mean=3565
standardDeviation=356
