    (10284,0)
    (10478,0)
    (10672,3)
    (10866,6)
    (11060,10)
    (11254,7)
    (11448,7)
    (11642,14)
    (11836,28)
    (12030,15)
    (12224,26)
    (12418,30)
    (12612,42)
    (12806,36)
    (13000,40)
    (13194,43)
    (13388,48)
    (13582,46)
    (13776,49)
    (13970,55)
    (14164,52)
    (14358,48)
    (14552,38)
    (14746,18)
    (14940,30)
    (15134,21)
    (15328,13)
    (15522,23)
    (15716,22)
    (15910,20)
    (16104,14)
    (16298,12)
    (16492,17)
    (16686,11)
    (16880,10)
    (17074,12)
    (17268,11)
    (17462,11)
    (17656,8)
    (17850,4)
    (18044,0)
mean=14004
standardDeviation=1545
