    (1109,0)
    (1221,0)
    (1333,0)
    (1445,34)
    (1557,206)
    (1669,148)
    (1781,57)
    (1893,38)
    (2005,13)
    (2117,13)
    (2229,5)
    (2341,5)
    (2453,1)
    (2565,6)
    (2677,12)
    (2789,19)
    (2901,16)
    (3013,8)
    (3125,10)
    (3237,10)
    (3349,15)
    (3461,12)
    (3573,13)
    (3685,12)
    (3797,22)
    (3909,19)
    (4021,21)
    (4133,15)
    (4245,19)
    (4357,20)
    (4469,15)
    (4581,20)
    (4693,10)
    (4805,11)
    (4917,5)
    (5029,8)
    (5141,5)
    (5253,10)
    (5365,3)
    (5477,5)
    (5589,5)
mean=2576
standardDeviation=1219
