    (55,0)
    (74,0)
    (93,11)
    (112,53)
    (131,22)
    (150,20)
    (169,41)
    (188,57)
    (207,23)
    (226,11)
    (245,2)
    (264,48)
    (283,39)
    (302,54)
    (321,55)
    (340,60)
    (359,11)
    (378,6)
    (397,4)
    (416,1)
    (435,3)
    (454,1)
    (473,1)
    (492,0)
    (511,0)
    (530,1)
    (549,0)
    (568,0)
    (587,0)
    (606,2)
    (625,1)
    (644,2)
    (663,13)
    (682,38)
    (701,46)
    (720,69)
    (739,44)
    (758,56)
    (777,43)
    (796,32)
    (815,19)
mean=445
standardDeviation=253
