    (261,0)
    (310,0)
    (359,0)
    (408,0)
    (457,0)
    (506,0)
    (555,24)
    (604,100)
    (653,99)
    (702,91)
    (751,105)
    (800,95)
    (849,69)
    (898,53)
    (947,44)
    (996,21)
    (1045,14)
    (1094,16)
    (1143,4)
    (1192,9)
    (1241,8)
    (1290,5)
    (1339,5)
    (1388,4)
    (1437,5)
    (1486,2)
    (1535,2)
    (1584,3)
    (1633,5)
    (1682,5)
    (1731,6)
    (1780,4)
    (1829,1)
    (1878,4)
    (1927,6)
    (1976,3)
    (2025,1)
    (2074,3)
    (2123,2)
    (2172,2)
    (2221,1)
mean=852
standardDeviation=300
