    (-78,0)
    (-51,0)
    (-24,0)
    (3,0)
    (30,0)
    (57,0)
    (84,42)
    (111,81)
    (138,75)
    (165,82)
    (192,107)
    (219,91)
    (246,67)
    (273,33)
    (300,40)
    (327,12)
    (354,3)
    (381,2)
    (408,2)
    (435,1)
    (462,0)
    (489,0)
    (516,4)
    (543,0)
    (570,1)
    (597,4)
    (624,22)
    (651,47)
    (678,35)
    (705,27)
    (732,12)
    (759,6)
    (786,5)
    (813,5)
    (840,10)
    (867,12)
    (894,5)
    (921,4)
    (948,1)
    (975,0)
    (1002,0)
mean=313
standardDeviation=231
