    (-36,0)
    (10,0)
    (56,0)
    (102,0)
    (148,141)
    (194,29)
    (240,12)
    (286,40)
    (332,50)
    (378,29)
    (424,14)
    (470,13)
    (516,6)
    (562,4)
    (608,1)
    (654,41)
    (700,216)
    (746,154)
    (792,26)
    (838,2)
    (884,1)
    (930,1)
    (976,1)
    (1022,0)
    (1068,1)
    (1114,2)
    (1160,7)
    (1206,9)
    (1252,10)
    (1298,6)
    (1344,3)
    (1390,9)
    (1436,3)
    (1482,5)
    (1528,10)
    (1574,5)
    (1620,10)
    (1666,7)
    (1712,4)
    (1758,5)
    (1804,1)
mean=619
standardDeviation=374
