    (388,0)
    (608,0)
    (828,31)
    (1048,47)
    (1268,4)
    (1488,4)
    (1708,5)
    (1928,18)
    (2148,17)
    (2368,32)
    (2588,46)
    (2808,65)
    (3028,90)
    (3248,51)
    (3468,33)
    (3688,24)
    (3908,17)
    (4128,13)
    (4348,10)
    (4568,13)
    (4788,31)
    (5008,16)
    (5228,36)
    (5448,30)
    (5668,40)
    (5888,19)
    (6108,21)
    (6328,32)
    (6548,35)
    (6768,31)
    (6988,11)
    (7208,6)
    (7428,14)
    (7648,7)
    (7868,9)
    (8088,7)
    (8308,6)
    (8528,11)
    (8748,6)
    (8968,7)
    (9188,4)
mean=4222
standardDeviation=2051
