    (24485,0)
    (25875,0)
    (27265,1)
    (28655,2)
    (30045,0)
    (31435,1)
    (32825,0)
    (34215,0)
    (35605,0)
    (36995,0)
    (38385,0)
    (39775,0)
    (41165,0)
    (42555,0)
    (43945,0)
    (45335,0)
    (46725,0)
    (48115,0)
    (49505,0)
    (50895,0)
    (52285,0)
    (53675,0)
    (55065,0)
    (56455,0)
    (57845,0)
    (59235,0)
    (60625,0)
    (62015,0)
    (63405,0)
    (64795,7)
    (66185,6)
    (67575,22)
    (68965,53)
    (70355,113)
    (71745,162)
    (73135,159)
    (74525,181)
    (75915,125)
    (77305,65)
    (78695,3)
    (80085,0)
mean=72832
standardDeviation=3920
