    (2234,0)
    (2246,0)
    (2258,0)
    (2270,22)
    (2282,23)
    (2294,28)
    (2306,23)
    (2318,23)
    (2330,26)
    (2342,19)
    (2354,28)
    (2366,24)
    (2378,30)
    (2390,29)
    (2402,27)
    (2414,13)
    (2426,27)
    (2438,28)
    (2450,25)
    (2462,26)
    (2474,31)
    (2486,33)
    (2498,28)
    (2510,35)
    (2522,25)
    (2534,21)
    (2546,26)
    (2558,27)
    (2570,25)
    (2582,24)
    (2594,28)
    (2606,25)
    (2618,27)
    (2630,20)
    (2642,20)
    (2654,9)
    (2666,23)
    (2678,10)
    (2690,13)
    (2702,5)
    (2714,6)
mean=2473
standardDeviation=118
