    (87507,0)
    (87666,0)
    (87825,1)
    (87984,0)
    (88143,2)
    (88302,0)
    (88461,0)
    (88620,2)
    (88779,3)
    (88938,4)
    (89097,0)
    (89256,2)
    (89415,1)
    (89574,1)
    (89733,2)
    (89892,3)
    (90051,1)
    (90210,1)
    (90369,0)
    (90528,1)
    (90687,2)
    (90846,0)
    (91005,1)
    (91164,0)
    (91323,0)
    (91482,0)
    (91641,1)
    (91800,0)
    (91959,0)
    (92118,0)
    (92277,1)
    (92436,0)
    (92595,1)
    (92754,0)
    (92913,0)
    (93072,0)
    (93231,0)
    (93390,0)
    (93549,0)
    (93708,1)
    (93867,0)
mean=89789
standardDeviation=1360
