    (30,0)
    (35,0)
    (40,179)
    (45,59)
    (50,64)
    (55,60)
    (60,62)
    (65,55)
    (70,63)
    (75,7)
    (80,7)
    (85,22)
    (90,1)
    (95,0)
    (100,18)
    (105,2)
    (110,10)
    (115,1)
    (120,13)
    (125,24)
    (130,38)
    (135,22)
    (140,24)
    (145,29)
    (150,22)
    (155,21)
    (160,5)
    (165,4)
    (170,13)
    (175,3)
    (180,2)
    (185,1)
    (190,0)
    (195,2)
    (200,1)
    (205,0)
    (210,0)
    (215,0)
    (220,0)
    (225,26)
    (230,40)
mean=90
standardDeviation=55
