    (721,0)
    (760,0)
    (799,0)
    (838,14)
    (877,13)
    (916,6)
    (955,3)
    (994,4)
    (1033,1)
    (1072,1)
    (1111,1)
    (1150,0)
    (1189,1)
    (1228,0)
    (1267,0)
    (1306,1)
    (1345,6)
    (1384,3)
    (1423,8)
    (1462,25)
    (1501,48)
    (1540,101)
    (1579,120)
    (1618,133)
    (1657,101)
    (1696,64)
    (1735,62)
    (1774,33)
    (1813,19)
    (1852,16)
    (1891,16)
    (1930,15)
    (1969,12)
    (2008,12)
    (2047,14)
    (2086,10)
    (2125,12)
    (2164,9)
    (2203,3)
    (2242,2)
    (2281,2)
mean=1634
standardDeviation=233
