    (2219,0)
    (2231,0)
    (2243,8)
    (2255,21)
    (2267,15)
    (2279,29)
    (2291,12)
    (2303,21)
    (2315,17)
    (2327,27)
    (2339,22)
    (2351,25)
    (2363,24)
    (2375,24)
    (2387,23)
    (2399,32)
    (2411,14)
    (2423,19)
    (2435,30)
    (2447,22)
    (2459,24)
    (2471,31)
    (2483,34)
    (2495,32)
    (2507,27)
    (2519,37)
    (2531,29)
    (2543,34)
    (2555,37)
    (2567,39)
    (2579,23)
    (2591,25)
    (2603,28)
    (2615,28)
    (2627,19)
    (2639,11)
    (2651,15)
    (2663,10)
    (2675,13)
    (2687,11)
    (2699,8)
mean=2469
standardDeviation=118
