    (13789,0)
    (13872,0)
    (13955,0)
    (14038,0)
    (14121,17)
    (14204,188)
    (14287,94)
    (14370,24)
    (14453,13)
    (14536,11)
    (14619,9)
    (14702,5)
    (14785,5)
    (14868,6)
    (14951,8)
    (15034,15)
    (15117,20)
    (15200,39)
    (15283,64)
    (15366,50)
    (15449,45)
    (15532,45)
    (15615,31)
    (15698,19)
    (15781,27)
    (15864,18)
    (15947,11)
    (16030,15)
    (16113,10)
    (16196,12)
    (16279,14)
    (16362,8)
    (16445,7)
    (16528,7)
    (16611,1)
    (16694,7)
    (16777,5)
    (16860,2)
    (16943,1)
    (17026,2)
    (17109,1)
mean=15034
standardDeviation=740
