    (897,0)
    (948,0)
    (999,8)
    (1050,65)
    (1101,44)
    (1152,30)
    (1203,8)
    (1254,1)
    (1305,2)
    (1356,7)
    (1407,35)
    (1458,91)
    (1509,133)
    (1560,101)
    (1611,57)
    (1662,30)
    (1713,22)
    (1764,9)
    (1815,7)
    (1866,20)
    (1917,19)
    (1968,14)
    (2019,4)
    (2070,3)
    (2121,10)
    (2172,3)
    (2223,14)
    (2274,7)
    (2325,6)
    (2376,5)
    (2427,7)
    (2478,6)
    (2529,27)
    (2580,26)
    (2631,20)
    (2682,18)
    (2733,18)
    (2784,9)
    (2835,9)
    (2886,5)
    (2937,0)
mean=1698
standardDeviation=495
