    (-107,0)
    (-77,0)
    (-47,0)
    (-17,0)
    (13,0)
    (43,0)
    (73,0)
    (103,0)
    (133,0)
    (163,48)
    (193,50)
    (223,38)
    (253,23)
    (283,15)
    (313,24)
    (343,13)
    (373,27)
    (403,47)
    (433,43)
    (463,43)
    (493,28)
    (523,21)
    (553,10)
    (583,3)
    (613,2)
    (643,4)
    (673,39)
    (703,89)
    (733,117)
    (763,73)
    (793,43)
    (823,20)
    (853,6)
    (883,5)
    (913,0)
    (943,2)
    (973,0)
    (1003,0)
    (1033,2)
    (1063,0)
    (1093,0)
mean=533
standardDeviation=222
