    (1651,0)
    (1666,0)
    (1681,1)
    (1696,6)
    (1711,8)
    (1726,10)
    (1741,11)
    (1756,13)
    (1771,18)
    (1786,14)
    (1801,14)
    (1816,27)
    (1831,27)
    (1846,26)
    (1861,23)
    (1876,32)
    (1891,37)
    (1906,41)
    (1921,39)
    (1936,51)
    (1951,51)
    (1966,31)
    (1981,34)
    (1996,34)
    (2011,33)
    (2026,25)
    (2041,27)
    (2056,22)
    (2071,24)
    (2086,32)
    (2101,27)
    (2116,16)
    (2131,22)
    (2146,17)
    (2161,18)
    (2176,15)
    (2191,19)
    (2206,9)
    (2221,19)
    (2236,7)
    (2251,12)
mean=1972
standardDeviation=131
