    (231,0)
    (236,0)
    (241,0)
    (246,5)
    (251,6)
    (256,13)
    (261,18)
    (266,20)
    (271,15)
    (276,12)
    (281,21)
    (286,18)
    (291,22)
    (296,24)
    (301,37)
    (306,29)
    (311,25)
    (316,38)
    (321,25)
    (326,27)
    (331,29)
    (336,30)
    (341,34)
    (346,30)
    (351,33)
    (356,33)
    (361,24)
    (366,28)
    (371,35)
    (376,32)
    (381,25)
    (386,28)
    (391,25)
    (396,22)
    (401,22)
    (406,24)
    (411,12)
    (416,14)
    (421,10)
    (426,16)
    (431,12)
mean=341
standardDeviation=46
