    (256090,0)
    (256257,0)
    (256424,1)
    (256591,1)
    (256758,1)
    (256925,0)
    (257092,1)
    (257259,1)
    (257426,2)
    (257593,0)
    (257760,0)
    (257927,2)
    (258094,2)
    (258261,2)
    (258428,2)
    (258595,2)
    (258762,2)
    (258929,4)
    (259096,1)
    (259263,0)
    (259430,1)
    (259597,0)
    (259764,0)
    (259931,1)
    (260098,3)
    (260265,0)
    (260432,1)
    (260599,1)
    (260766,0)
    (260933,0)
    (261100,0)
    (261267,0)
    (261434,1)
    (261601,0)
    (261768,0)
    (261935,1)
    (262102,0)
    (262269,2)
    (262436,0)
    (262603,1)
    (262770,0)
mean=259031
standardDeviation=1633
