    (1211,0)
    (1241,0)
    (1271,2)
    (1301,1)
    (1331,2)
    (1361,5)
    (1391,2)
    (1421,4)
    (1451,6)
    (1481,2)
    (1511,4)
    (1541,4)
    (1571,7)
    (1601,12)
    (1631,19)
    (1661,21)
    (1691,18)
    (1721,34)
    (1751,46)
    (1781,35)
    (1811,44)
    (1841,44)
    (1871,57)
    (1901,60)
    (1931,58)
    (1961,51)
    (1991,59)
    (2021,47)
    (2051,48)
    (2081,44)
    (2111,27)
    (2141,31)
    (2171,25)
    (2201,18)
    (2231,16)
    (2261,8)
    (2291,9)
    (2321,11)
    (2351,7)
    (2381,6)
    (2411,1)
mean=1921
standardDeviation=197
