    (7065,0)
    (8403,0)
    (9741,44)
    (11079,149)
    (12417,74)
    (13755,42)
    (15093,20)
    (16431,4)
    (17769,4)
    (19107,0)
    (20445,0)
    (21783,0)
    (23121,0)
    (24459,0)
    (25797,0)
    (27135,0)
    (28473,0)
    (29811,0)
    (31149,0)
    (32487,0)
    (33825,0)
    (35163,0)
    (36501,0)
    (37839,0)
    (39177,0)
    (40515,0)
    (41853,0)
    (43191,0)
    (44529,0)
    (45867,0)
    (47205,1)
    (48543,2)
    (49881,5)
    (51219,15)
    (52557,42)
    (53895,88)
    (55233,187)
    (56571,144)
    (57909,76)
    (59247,3)
    (60585,0)
mean=39089
standardDeviation=21109
