    (1807,0)
    (1870,0)
    (1933,0)
    (1996,0)
    (2059,0)
    (2122,6)
    (2185,64)
    (2248,67)
    (2311,70)
    (2374,63)
    (2437,67)
    (2500,69)
    (2563,60)
    (2626,44)
    (2689,39)
    (2752,40)
    (2815,33)
    (2878,29)
    (2941,22)
    (3004,22)
    (3067,17)
    (3130,15)
    (3193,3)
    (3256,14)
    (3319,6)
    (3382,7)
    (3445,8)
    (3508,6)
    (3571,5)
    (3634,2)
    (3697,4)
    (3760,5)
    (3823,6)
    (3886,4)
    (3949,6)
    (4012,6)
    (4075,1)
    (4138,3)
    (4201,3)
    (4264,4)
    (4327,2)
mean=2661
standardDeviation=447
