    (232,0)
    (269,0)
    (306,0)
    (343,0)
    (380,0)
    (417,0)
    (454,0)
    (491,17)
    (528,63)
    (565,90)
    (602,82)
    (639,83)
    (676,85)
    (713,83)
    (750,53)
    (787,48)
    (824,44)
    (861,29)
    (898,32)
    (935,22)
    (972,17)
    (1009,8)
    (1046,8)
    (1083,9)
    (1120,5)
    (1157,4)
    (1194,3)
    (1231,3)
    (1268,2)
    (1305,3)
    (1342,3)
    (1379,6)
    (1416,2)
    (1453,5)
    (1490,4)
    (1527,6)
    (1564,1)
    (1601,1)
    (1638,3)
    (1675,1)
    (1712,0)
mean=743
standardDeviation=212
