testType,requestBytes,responseBytes,executionNanos
FILE,262144,16,2931559
FILE,262144,16,2666525
FILE,262144,16,2375146
FILE,262144,16,560376
FILE,262144,16,2347267
FILE,262144,16,2415736
FILE,262144,16,11140534
FILE,262144,16,2384458
FILE,262144,16,687568
FILE,262144,16,3136258
FILE,262144,16,2479632
FILE,262144,16,2400163
FILE,262144,16,2629282
FILE,262144,16,2324348
FILE,262144,16,2441535
FILE,262144,16,2495536
FILE,262144,16,2358774
FILE,262144,16,2622475
FILE,262144,16,2384690
FILE,262144,16,2715734
FILE,262144,16,2393298
FILE,262144,16,2428183
FILE,262144,16,5106176
FILE,262144,16,22944943
FILE,262144,16,2450698
FILE,262144,16,2366694
FILE,262144,16,2457846
FILE,262144,16,2444216
FILE,262144,16,2366443
FILE,262144,16,2349849
FILE,262144,16,2569134
FILE,262144,16,2331438
FILE,262144,16,2377083
FILE,262144,16,2423845
FILE,262144,16,2337790
FILE,262144,16,2334147
FILE,262144,16,2382597
FILE,262144,16,2530058
FILE,262144,16,2329582
FILE,262144,16,2359881
FILE,262144,16,2651057
FILE,262144,16,2332292
FILE,262144,16,2395863
FILE,262144,16,2687559
FILE,262144,16,2309491
FILE,262144,16,2409922
FILE,262144,16,2392850
FILE,262144,16,2399251
FILE,262144,16,2358759
FILE,262144,16,2404309
FILE,262144,16,2353772
FILE,262144,16,2332484
FILE,262144,16,2309691
FILE,262144,16,2506087
FILE,262144,16,2657409
FILE,262144,16,2343665
FILE,262144,16,2313004
FILE,262144,16,2443018
FILE,262144,16,2373033
FILE,262144,16,2528595
FILE,262144,16,2735846
FILE,262144,16,2450358
FILE,262144,16,2510710
FILE,262144,16,2343296
FILE,262144,16,2803863
FILE,262144,16,2340578
FILE,262144,16,2365494
FILE,262144,16,2433834
FILE,262144,16,2432095
FILE,262144,16,2317689
FILE,262144,16,2495929
FILE,262144,16,2399244
FILE,262144,16,2327125
FILE,262144,16,2418883
FILE,262144,16,2459915
FILE,262144,16,2436980
FILE,262144,16,2362605
FILE,262144,16,2397821
FILE,262144,16,2456156
FILE,262144,16,2460281
FILE,262144,16,2328029
FILE,262144,16,2343378
FILE,262144,16,2447664
FILE,262144,16,2294077
FILE,262144,16,2360787
FILE,262144,16,2393184
FILE,262144,16,2606597
FILE,262144,16,2373555
FILE,262144,16,2340279
FILE,262144,16,2851295
FILE,262144,16,2328288
FILE,262144,16,2392874
FILE,262144,16,2323660
FILE,262144,16,2300531
FILE,262144,16,2356059
FILE,262144,16,2379288
FILE,262144,16,2405953
FILE,262144,16,2313677
FILE,262144,16,2390732
FILE,262144,16,2455387
FILE,262144,16,2364564
FILE,262144,16,2520024
FILE,262144,16,2400195
FILE,262144,16,2368399
FILE,262144,16,2368616
FILE,262144,16,2425723
FILE,262144,16,2435589
FILE,262144,16,2345919
FILE,262144,16,2413004
FILE,262144,16,2424756
FILE,262144,16,2390878
FILE,262144,16,2367950
FILE,262144,16,2374433
FILE,262144,16,2384324
FILE,262144,16,2338914
FILE,262144,16,2333193
FILE,262144,16,2439802
FILE,262144,16,2380393
FILE,262144,16,2329562
FILE,262144,16,2470157
FILE,262144,16,2451977
FILE,262144,16,2315396
FILE,262144,16,2411808
FILE,262144,16,2412239
FILE,262144,16,2315980
FILE,262144,16,2326637
FILE,262144,16,2341707
FILE,262144,16,2383720
